date,weekday,day,month,household,consumption,consumption_type
2012-09-16,6.0,16.0,9.0,04,91458.33034995159,Tablet
2012-09-17,0.0,17.0,9.0,04,94628.85598995033,Tablet
2012-09-18,1.0,18.0,9.0,04,96597.25420994882,Tablet
2012-09-19,2.0,19.0,9.0,04,92982.13128995096,Tablet
2012-09-20,3.0,20.0,9.0,04,91470.41636995261,Tablet
2012-09-21,4.0,21.0,9.0,04,94576.8576699498,Tablet
2012-09-22,5.0,22.0,9.0,04,97393.59929994802,Tablet
2012-09-23,6.0,23.0,9.0,04,100636.75174995212,Tablet
2012-09-24,0.0,24.0,9.0,04,94683.02853994982,Tablet
2012-09-25,1.0,25.0,9.0,04,94444.37878994965,Tablet
2012-09-26,2.0,26.0,9.0,04,89306.26803995414,Tablet
2012-09-27,3.0,27.0,9.0,04,98420.82512995107,Tablet
2012-09-28,4.0,28.0,9.0,04,101422.63296994499,Tablet
2012-09-29,5.0,29.0,9.0,04,112481.90684993665,Tablet
2012-09-30,6.0,30.0,9.0,04,112001.4655799375,Tablet
2012-10-01,0.0,1.0,10.0,04,120867.79047993215,Tablet
2012-10-02,1.0,2.0,10.0,04,114500.30818993568,Tablet
2012-10-03,2.0,3.0,10.0,04,111391.00663993777,Tablet
2012-10-04,3.0,4.0,10.0,04,106202.34886994063,Tablet
2012-10-05,4.0,5.0,10.0,04,94459.56557994934,Tablet
2012-10-06,5.0,6.0,10.0,04,92699.436699952,Tablet
2012-10-07,6.0,7.0,10.0,04,94103.13586994978,Tablet
2012-10-08,0.0,8.0,10.0,04,96186.58771994921,Tablet
2012-10-09,1.0,9.0,10.0,04,97793.54497994801,Tablet
2012-10-10,2.0,10.0,10.0,04,102553.93608994393,Tablet
2012-10-11,3.0,11.0,10.0,04,98597.04272994494,Tablet
2012-10-12,4.0,12.0,10.0,04,125646.06599992824,Tablet
2012-10-13,5.0,13.0,10.0,04,125687.80131992823,Tablet
2012-10-14,6.0,14.0,10.0,04,94641.03220994977,Tablet
2012-10-15,0.0,15.0,10.0,04,93886.14911995019,Tablet
2012-10-16,1.0,16.0,10.0,04,96006.47663994932,Tablet
2012-10-17,2.0,17.0,10.0,04,85091.11315996003,Tablet
2012-10-18,3.0,18.0,10.0,04,91403.15745995259,Tablet
2012-10-19,4.0,19.0,10.0,04,94729.57147995022,Tablet
2012-10-20,5.0,20.0,10.0,04,97628.76700994825,Tablet
2012-10-21,6.0,21.0,10.0,04,97747.14689994726,Tablet
2012-10-22,0.0,22.0,10.0,04,96507.08323994864,Tablet
2012-10-23,1.0,23.0,10.0,04,95986.4672899485,Tablet
2012-10-24,2.0,24.0,10.0,04,99987.96302994635,Tablet
2012-10-25,3.0,25.0,10.0,04,30293.762329992645,Tablet
2012-11-09,4.0,9.0,11.0,04,19386.395639998747,Tablet
2012-11-10,5.0,10.0,11.0,04,103949.29958999724,Tablet
2012-11-14,2.0,14.0,11.0,04,197335.47292000407,Tablet
2012-11-15,3.0,15.0,11.0,04,49989.89642999407,Tablet
2012-11-16,4.0,16.0,11.0,04,24460.625959995938,Tablet
2012-11-17,5.0,17.0,11.0,04,10242.12026000011,Tablet
2012-11-18,6.0,18.0,11.0,04,3911.7019499999224,Tablet
2012-11-19,0.0,19.0,11.0,04,151613.86019998492,Tablet
2012-11-20,1.0,20.0,11.0,04,7226.06138000036,Tablet
2012-11-21,2.0,21.0,11.0,04,95025.53442996366,Tablet
2012-11-22,3.0,22.0,11.0,04,148585.36862992053,Tablet
2012-11-23,4.0,23.0,11.0,04,127102.32451993405,Tablet
2012-11-24,5.0,24.0,11.0,04,124394.42821994565,Tablet
2012-11-25,6.0,25.0,11.0,04,110290.39957994578,Tablet
2012-11-26,0.0,26.0,11.0,04,109975.7434499457,Tablet
2012-11-27,1.0,27.0,11.0,04,229895.73844991045,Tablet
2012-11-28,2.0,28.0,11.0,04,159294.08725990937,Tablet
2012-11-29,3.0,29.0,11.0,04,102368.59093995202,Tablet
2012-11-30,4.0,30.0,11.0,04,93992.80646995435,Tablet
2012-12-01,5.0,1.0,12.0,04,86062.62796998829,Tablet
2012-12-02,6.0,2.0,12.0,04,193581.21249989956,Tablet
2012-12-03,0.0,3.0,12.0,04,34641.687159989946,Tablet
2012-12-04,1.0,4.0,12.0,04,237924.29470991384,Tablet
2012-12-05,2.0,5.0,12.0,04,111642.77498994581,Tablet
2012-12-06,3.0,6.0,12.0,04,104308.3852299489,Tablet
2012-12-07,4.0,7.0,12.0,04,98352.77222995032,Tablet
2012-12-08,5.0,8.0,12.0,04,114257.53795995306,Tablet
2012-12-09,6.0,9.0,12.0,04,97900.51748998094,Tablet
2012-12-10,0.0,10.0,12.0,04,139282.4457699333,Tablet
2012-12-11,1.0,11.0,12.0,04,100440.18984994841,Tablet
2012-12-12,2.0,12.0,12.0,04,124644.06952994416,Tablet
2012-12-13,3.0,13.0,12.0,04,232731.03912998099,Tablet
2012-12-14,4.0,14.0,12.0,04,121217.35995996131,Tablet
2012-12-15,5.0,15.0,12.0,04,110788.60386995261,Tablet
2012-12-16,6.0,16.0,12.0,04,91713.17182998058,Tablet
2012-12-17,0.0,17.0,12.0,04,134942.6448399575,Tablet
2012-12-18,1.0,18.0,12.0,04,152684.07862992745,Tablet
2012-12-19,2.0,19.0,12.0,04,148712.1410599225,Tablet
2012-12-20,3.0,20.0,12.0,04,113640.5250599526,Tablet
2012-12-21,4.0,21.0,12.0,04,148301.88848993287,Tablet
2012-12-22,5.0,22.0,12.0,04,164133.30873990527,Tablet
2012-12-23,6.0,23.0,12.0,04,51129.42564998667,Tablet
2012-12-24,0.0,24.0,12.0,04,123382.40933999505,Tablet
2012-12-25,1.0,25.0,12.0,04,206580.07457993284,Tablet
2012-12-26,2.0,26.0,12.0,04,214262.82877990248,Tablet
2012-12-27,3.0,27.0,12.0,04,148261.9828599127,Tablet
2012-12-28,4.0,28.0,12.0,04,168758.4843799159,Tablet
2012-12-29,5.0,29.0,12.0,04,179901.48161992143,Tablet
2012-12-30,6.0,30.0,12.0,04,200233.17400990284,Tablet
2012-12-31,0.0,31.0,12.0,04,175533.70058991507,Tablet
2013-01-01,1.0,1.0,1.0,04,189357.82458989022,Tablet
2013-01-02,2.0,2.0,1.0,04,228153.61124990802,Tablet
2013-01-03,3.0,3.0,1.0,04,170590.63108993744,Tablet
2013-01-04,4.0,4.0,1.0,04,200670.10748991632,Tablet
2013-01-05,5.0,5.0,1.0,04,314718.90811985673,Tablet
2013-01-06,6.0,6.0,1.0,04,198294.60564990228,Tablet
2013-01-07,0.0,7.0,1.0,04,230819.99904989597,Tablet
2013-01-08,1.0,8.0,1.0,04,162984.9241199443,Tablet
2013-01-09,2.0,9.0,1.0,04,203379.55769991133,Tablet
2013-01-10,3.0,10.0,1.0,04,98354.95461995857,Tablet
2013-01-11,4.0,11.0,1.0,04,141809.99929993434,Tablet
2013-01-12,5.0,12.0,1.0,04,156288.66253992717,Tablet
2013-01-13,6.0,13.0,1.0,04,117714.0230999403,Tablet
2013-01-14,0.0,14.0,1.0,04,244152.8568498981,Tablet
2013-01-15,1.0,15.0,1.0,04,185264.84672987237,Tablet
2013-01-16,2.0,16.0,1.0,04,42669.87015998399,Tablet
2013-01-17,3.0,17.0,1.0,04,157034.01589998513,Tablet
2013-01-18,4.0,18.0,1.0,04,121781.80430997013,Tablet
2013-01-19,5.0,19.0,1.0,04,232228.6659099219,Tablet
2013-01-20,6.0,20.0,1.0,04,228647.367399884,Tablet
2013-01-21,0.0,21.0,1.0,04,188943.6501399554,Tablet
2013-01-22,1.0,22.0,1.0,04,129354.12361996638,Tablet
2013-01-23,2.0,23.0,1.0,04,176896.64479994666,Tablet
2012-06-27,2.0,27.0,6.0,04,2234362.00378177,Entertainment
2012-06-28,3.0,28.0,6.0,04,1920332.7094197082,Entertainment
2012-06-29,4.0,29.0,6.0,04,1163869.9529794017,Entertainment
2012-06-30,5.0,30.0,6.0,04,1712618.1095592708,Entertainment
2012-07-01,6.0,1.0,7.0,04,2745298.058759859,Entertainment
2012-07-02,0.0,2.0,7.0,04,3909450.9112432837,Entertainment
2012-07-03,1.0,3.0,7.0,04,3084469.7120611053,Entertainment
2012-07-04,2.0,4.0,7.0,04,3946749.375322707,Entertainment
2012-07-05,3.0,5.0,7.0,04,2036916.91477959,Entertainment
2012-07-06,4.0,6.0,7.0,04,4350014.910479468,Entertainment
2012-07-07,5.0,7.0,7.0,04,1876438.1810794051,Entertainment
2012-07-08,6.0,8.0,7.0,04,3333127.2749815425,Entertainment
2012-07-09,0.0,9.0,7.0,04,2876267.7373021226,Entertainment
2012-07-10,1.0,10.0,7.0,04,2127013.925060082,Entertainment
2012-07-11,2.0,11.0,7.0,04,1718391.902539359,Entertainment
2012-07-12,3.0,12.0,7.0,04,3748496.0526637575,Entertainment
2012-07-13,4.0,13.0,7.0,04,1878649.7990395476,Entertainment
2012-07-14,5.0,14.0,7.0,04,583046.2578001287,Entertainment
2012-07-23,0.0,23.0,7.0,04,2308776.103560683,Entertainment
2012-07-24,1.0,24.0,7.0,04,2182488.421540161,Entertainment
2012-07-25,2.0,25.0,7.0,04,1243451.7600392683,Entertainment
2012-07-26,3.0,26.0,7.0,04,931285.8129591923,Entertainment
2012-07-27,4.0,27.0,7.0,04,915298.8773392057,Entertainment
2012-07-28,5.0,28.0,7.0,04,1607654.7374990107,Entertainment
2012-07-29,6.0,29.0,7.0,04,3146653.3794002845,Entertainment
2012-07-30,0.0,30.0,7.0,04,2166929.3116005673,Entertainment
2012-07-31,1.0,31.0,7.0,04,3930878.3463434638,Entertainment
2012-08-01,2.0,1.0,8.0,04,1868432.3479792478,Entertainment
2012-08-02,3.0,2.0,8.0,04,2015856.2481193906,Entertainment
2012-08-03,4.0,3.0,8.0,04,3250430.5275206733,Entertainment
2012-08-04,5.0,4.0,8.0,04,2355885.0871212096,Entertainment
2012-08-05,6.0,5.0,8.0,04,1567086.616399345,Entertainment
2012-08-06,0.0,6.0,8.0,04,2400764.833642015,Entertainment
2012-08-07,1.0,7.0,8.0,04,2160222.4928605575,Entertainment
2012-08-08,2.0,8.0,8.0,04,2034550.590199396,Entertainment
2012-08-09,3.0,9.0,8.0,04,2046986.332999393,Entertainment
2012-08-10,4.0,10.0,8.0,04,2949254.242121216,Entertainment
2012-08-11,5.0,11.0,8.0,04,1369106.4837192418,Entertainment
2012-08-12,6.0,12.0,8.0,04,1370826.6435792998,Entertainment
2012-08-13,0.0,13.0,8.0,04,1276473.0513394373,Entertainment
2012-08-14,1.0,14.0,8.0,04,3108218.38374253,Entertainment
2012-08-15,2.0,15.0,8.0,04,3027081.9033227973,Entertainment
2012-08-16,3.0,16.0,8.0,04,3359846.4818047187,Entertainment
2012-08-17,4.0,17.0,8.0,04,1944743.5575396672,Entertainment
2012-08-18,5.0,18.0,8.0,04,1500078.5569995414,Entertainment
2012-08-19,6.0,19.0,8.0,04,1499650.3572991923,Entertainment
2012-08-20,0.0,20.0,8.0,04,2990445.962205709,Entertainment
2012-08-21,1.0,21.0,8.0,04,4281624.982480465,Entertainment
2012-08-22,2.0,22.0,8.0,04,1804085.3048394364,Entertainment
2012-08-23,3.0,23.0,8.0,04,3066786.8124224856,Entertainment
2012-08-24,4.0,24.0,8.0,04,2270866.375881434,Entertainment
2012-08-25,5.0,25.0,8.0,04,2548702.2903009793,Entertainment
2012-08-26,6.0,26.0,8.0,04,2001863.6867994512,Entertainment
2012-08-27,0.0,27.0,8.0,04,3752452.8017450166,Entertainment
2012-08-28,1.0,28.0,8.0,04,2737822.5373624675,Entertainment
2012-08-29,2.0,29.0,8.0,04,2998353.5588007653,Entertainment
2012-08-30,3.0,30.0,8.0,04,2929882.4004011108,Entertainment
2012-08-31,4.0,31.0,8.0,04,1449079.1991395152,Entertainment
2012-09-01,5.0,1.0,9.0,04,3857315.8864230625,Entertainment
2012-09-02,6.0,2.0,9.0,04,2747333.934981497,Entertainment
2012-09-03,0.0,3.0,9.0,04,4219138.077482984,Entertainment
2012-09-04,1.0,4.0,9.0,04,3468665.262262304,Entertainment
2012-09-05,2.0,5.0,9.0,04,435353.7964402252,Entertainment
2012-09-11,1.0,11.0,9.0,04,2111913.3989997553,Entertainment
2012-09-12,2.0,12.0,9.0,04,4586881.3723217305,Entertainment
2012-09-13,3.0,13.0,9.0,04,4110746.4010644984,Entertainment
2012-09-14,4.0,14.0,9.0,04,664413.78948033,Entertainment
2012-09-15,5.0,15.0,9.0,04,1645831.472739862,Entertainment
2012-09-16,6.0,16.0,9.0,04,2963149.062281697,Entertainment
2012-09-17,0.0,17.0,9.0,04,4241582.707560956,Entertainment
2012-09-18,1.0,18.0,9.0,04,2570838.6128211226,Entertainment
2012-09-19,2.0,19.0,9.0,04,4417804.187838341,Entertainment
2012-09-20,3.0,20.0,9.0,04,3093297.1149012796,Entertainment
2012-09-21,4.0,21.0,9.0,04,3201325.2430001874,Entertainment
2012-09-22,5.0,22.0,9.0,04,2681771.968580222,Entertainment
2012-09-23,6.0,23.0,9.0,04,3403683.3344823234,Entertainment
2012-09-24,0.0,24.0,9.0,04,2932263.9619414504,Entertainment
2012-09-25,1.0,25.0,9.0,04,4219856.5851603495,Entertainment
2012-09-26,2.0,26.0,9.0,04,4745971.822857816,Entertainment
2012-09-27,3.0,27.0,9.0,04,3394419.976261159,Entertainment
2012-09-28,4.0,28.0,9.0,04,3239059.7009801823,Entertainment
2012-09-29,5.0,29.0,9.0,04,2909763.9650007566,Entertainment
2012-09-30,6.0,30.0,9.0,04,2778831.8458610433,Entertainment
2012-10-01,0.0,1.0,10.0,04,1243410.6697394368,Entertainment
2012-10-02,1.0,2.0,10.0,04,937540.759919182,Entertainment
2012-10-03,2.0,3.0,10.0,04,942480.6097591777,Entertainment
2012-10-04,3.0,4.0,10.0,04,1918007.8986196003,Entertainment
2012-10-05,4.0,5.0,10.0,04,2990472.379460609,Entertainment
2012-10-06,5.0,6.0,10.0,04,3267990.6322198124,Entertainment
2012-10-07,6.0,7.0,10.0,04,3089181.969360396,Entertainment
2012-10-08,0.0,8.0,10.0,04,3026325.0236001587,Entertainment
2012-10-09,1.0,9.0,10.0,04,3528278.669980939,Entertainment
2012-10-10,2.0,10.0,10.0,04,2841965.803200702,Entertainment
2012-10-11,3.0,11.0,10.0,04,2326264.956361187,Entertainment
2012-10-12,4.0,12.0,10.0,04,2869112.2917004465,Entertainment
2012-10-13,5.0,13.0,10.0,04,2915238.080940732,Entertainment
2012-10-14,6.0,14.0,10.0,04,2932637.7654427555,Entertainment
2012-10-15,0.0,15.0,10.0,04,3196601.8329623304,Entertainment
2012-10-16,1.0,16.0,10.0,04,3186473.9935217956,Entertainment
2012-10-17,2.0,17.0,10.0,04,2865963.735160609,Entertainment
2012-10-18,3.0,18.0,10.0,04,3583332.3584657595,Entertainment
2012-10-19,4.0,19.0,10.0,04,4712355.095261057,Entertainment
2012-10-20,5.0,20.0,10.0,04,3176526.8151403624,Entertainment
2012-10-21,6.0,21.0,10.0,04,4766408.287699335,Entertainment
2012-10-22,0.0,22.0,10.0,04,4156964.2953621987,Entertainment
2012-10-23,1.0,23.0,10.0,04,3297086.3777214363,Entertainment
2012-10-24,2.0,24.0,10.0,04,3974327.4426220874,Entertainment
2012-10-25,3.0,25.0,10.0,04,375220.0119801953,Entertainment
2012-11-07,2.0,7.0,11.0,04,1889932.149999938,Entertainment
2012-11-08,3.0,8.0,11.0,04,3401688.4960826174,Entertainment
2012-11-09,4.0,9.0,11.0,04,4003420.3704610607,Entertainment
2012-11-10,5.0,10.0,11.0,04,4748553.459899771,Entertainment
2012-11-11,6.0,11.0,11.0,04,4250460.068099982,Entertainment
2012-11-12,0.0,12.0,11.0,04,3870035.494382263,Entertainment
2012-11-13,1.0,13.0,11.0,04,2671576.0305209896,Entertainment
2012-11-14,2.0,14.0,11.0,04,3039969.6015617973,Entertainment
2012-11-15,3.0,15.0,11.0,04,3463788.4172218647,Entertainment
2012-11-16,4.0,16.0,11.0,04,3736258.2560417205,Entertainment
2012-11-17,5.0,17.0,11.0,04,3558258.2500415524,Entertainment
2012-11-18,6.0,18.0,11.0,04,2825899.367341109,Entertainment
2012-11-19,0.0,19.0,11.0,04,4224883.123502395,Entertainment
2012-11-20,1.0,20.0,11.0,04,3241575.2287214203,Entertainment
2012-11-21,2.0,21.0,11.0,04,1082994.8567991767,Entertainment
2012-11-22,3.0,22.0,11.0,04,3016275.3528414504,Entertainment
2012-11-23,4.0,23.0,11.0,04,3677006.1399609344,Entertainment
2012-11-24,5.0,24.0,11.0,04,2830517.8910812,Entertainment
2012-11-25,6.0,25.0,11.0,04,2953906.357441599,Entertainment
2012-11-26,0.0,26.0,11.0,04,3178355.0071325195,Entertainment
2012-11-27,1.0,27.0,11.0,04,3499235.2106032516,Entertainment
2012-11-28,2.0,28.0,11.0,04,3478249.652602158,Entertainment
2012-11-29,3.0,29.0,11.0,04,2725742.645203432,Entertainment
2012-11-30,4.0,30.0,11.0,04,3937990.337942541,Entertainment
2012-12-01,5.0,1.0,12.0,04,3488470.8466626285,Entertainment
2012-12-02,6.0,2.0,12.0,04,2611651.6397618493,Entertainment
2012-12-03,0.0,3.0,12.0,04,3324993.3314627213,Entertainment
2012-12-04,1.0,4.0,12.0,04,2749571.8037419356,Entertainment
2012-12-05,2.0,5.0,12.0,04,3893592.0841431874,Entertainment
2012-12-06,3.0,6.0,12.0,04,3477198.550183454,Entertainment
2012-12-07,4.0,7.0,12.0,04,3446088.55826151,Entertainment
2012-12-08,5.0,8.0,12.0,04,3106592.7247620863,Entertainment
2012-12-09,6.0,9.0,12.0,04,3318783.067742838,Entertainment
2012-12-10,0.0,10.0,12.0,04,4073659.5111838384,Entertainment
2012-12-11,1.0,11.0,12.0,04,3488480.2144836755,Entertainment
2012-12-12,2.0,12.0,12.0,04,3124243.042421522,Entertainment
2012-12-13,3.0,13.0,12.0,04,2323628.1072421623,Entertainment
2012-12-14,4.0,14.0,12.0,04,2121320.328840333,Entertainment
2012-12-15,5.0,15.0,12.0,04,2965811.4692596043,Entertainment
2012-12-16,6.0,16.0,12.0,04,3801297.8766207574,Entertainment
2012-12-17,0.0,17.0,12.0,04,2365824.9064614144,Entertainment
2012-12-18,1.0,18.0,12.0,04,2373404.3309214287,Entertainment
2012-12-19,2.0,19.0,12.0,04,3696633.329041478,Entertainment
2012-12-20,3.0,20.0,12.0,04,3483911.897042651,Entertainment
2012-12-21,4.0,21.0,12.0,04,2895991.3705413276,Entertainment
2012-12-22,5.0,22.0,12.0,04,2333346.0137314126,Entertainment
2012-12-23,6.0,23.0,12.0,04,3467852.4462999776,Entertainment
2012-12-24,0.0,24.0,12.0,04,2360213.333099857,Entertainment
2012-12-25,1.0,25.0,12.0,04,4078117.393259236,Entertainment
2012-12-26,2.0,26.0,12.0,04,2588503.511101059,Entertainment
2012-12-27,3.0,27.0,12.0,04,1835076.8343796693,Entertainment
2012-12-28,4.0,28.0,12.0,04,2660284.2810802637,Entertainment
2012-12-29,5.0,29.0,12.0,04,3356733.00463928,Entertainment
2012-12-30,6.0,30.0,12.0,04,2444876.45110128,Entertainment
2012-12-31,0.0,31.0,12.0,04,3088689.7994399085,Entertainment
2013-01-01,1.0,1.0,1.0,04,4321160.134730612,Entertainment
2013-01-02,2.0,2.0,1.0,04,3133107.2097997474,Entertainment
2013-01-03,3.0,3.0,1.0,04,2056631.5327993995,Entertainment
2013-01-04,4.0,4.0,1.0,04,363934.1557901531,Entertainment
2013-01-05,5.0,5.0,1.0,04,106916.61701997623,Entertainment
2013-01-06,6.0,6.0,1.0,04,93650.2286999854,Entertainment
2013-01-07,0.0,7.0,1.0,04,1508692.8633691166,Entertainment
2013-01-08,1.0,8.0,1.0,04,330916.20695995545,Entertainment
2013-01-09,2.0,9.0,1.0,04,77615.74019999366,Entertainment
2013-01-10,3.0,10.0,1.0,04,29905.143499999333,Entertainment
2013-01-11,4.0,11.0,1.0,04,812031.3606000312,Entertainment
2013-01-12,5.0,12.0,1.0,04,2242386.3956294553,Entertainment
2013-01-13,6.0,13.0,1.0,04,2381963.5903399517,Entertainment
2013-01-14,0.0,14.0,1.0,04,1951546.6071801512,Entertainment
2013-01-15,1.0,15.0,1.0,04,1723164.9707001024,Entertainment
2013-01-16,2.0,16.0,1.0,04,2896142.5310988263,Entertainment
2013-01-17,3.0,17.0,1.0,04,3053908.96881955,Entertainment
2013-01-18,4.0,18.0,1.0,04,2772635.4308001623,Entertainment
2013-01-19,5.0,19.0,1.0,04,3614650.145870558,Entertainment
2013-01-20,6.0,20.0,1.0,04,2478258.320519979,Entertainment
2013-01-21,0.0,21.0,1.0,04,3003973.5026003984,Entertainment
2013-01-22,1.0,22.0,1.0,04,2343807.100919555,Entertainment
2013-01-23,2.0,23.0,1.0,04,2117573.0954698,Entertainment
2012-06-27,2.0,27.0,6.0,04,1517306.7825618754,Microwave
2012-06-28,3.0,28.0,6.0,04,1471806.9472211637,Microwave
2012-06-29,4.0,29.0,6.0,04,5028335.838795961,Microwave
2012-06-30,5.0,30.0,6.0,04,1406613.33578193,Microwave
2012-07-01,6.0,1.0,7.0,04,412653.3935801323,Microwave
2012-07-02,0.0,2.0,7.0,04,615414.384739715,Microwave
2012-07-03,1.0,3.0,7.0,04,498995.448260228,Microwave
2012-07-04,2.0,4.0,7.0,04,474650.7437801865,Microwave
2012-07-05,3.0,5.0,7.0,04,828633.8131393802,Microwave
2012-07-06,4.0,6.0,7.0,04,1333340.7241417998,Microwave
2012-07-07,5.0,7.0,7.0,04,477884.2000403075,Microwave
2012-07-08,6.0,8.0,7.0,04,772584.9960389481,Microwave
2012-07-09,0.0,9.0,7.0,04,3275822.72916193,Microwave
2012-07-10,1.0,10.0,7.0,04,927809.3066991484,Microwave
2012-07-11,2.0,11.0,7.0,04,1155608.5961210257,Microwave
2012-07-12,3.0,12.0,7.0,04,1115494.3117609008,Microwave
2012-07-13,4.0,13.0,7.0,04,2256242.724061945,Microwave
2012-07-14,5.0,14.0,7.0,04,378325.20296007337,Microwave
2012-07-15,6.0,15.0,7.0,04,298284.3897398679,Microwave
2012-07-16,0.0,16.0,7.0,04,321095.10659991205,Microwave
2012-07-17,1.0,17.0,7.0,04,320745.19639990496,Microwave
2012-07-18,2.0,18.0,7.0,04,320125.5599999041,Microwave
2012-07-19,3.0,19.0,7.0,04,318433.71999989776,Microwave
2012-07-20,4.0,20.0,7.0,04,318985.68279989983,Microwave
2012-07-21,5.0,21.0,7.0,04,314869.1043998961,Microwave
2012-07-22,6.0,22.0,7.0,04,902733.3720989765,Microwave
2012-07-23,0.0,23.0,7.0,04,600837.0278392131,Microwave
2012-07-24,1.0,24.0,7.0,04,319493.23479990155,Microwave
2012-07-25,2.0,25.0,7.0,04,407415.54916015564,Microwave
2012-07-26,3.0,26.0,7.0,04,315323.4043199025,Microwave
2012-07-27,4.0,27.0,7.0,04,344904.0187599867,Microwave
2012-07-28,5.0,28.0,7.0,04,536046.272359971,Microwave
2012-07-29,6.0,29.0,7.0,04,315994.0916598956,Microwave
2012-07-30,0.0,30.0,7.0,04,996668.3921593453,Microwave
2012-07-31,1.0,31.0,7.0,04,1678266.5848419217,Microwave
2012-08-01,2.0,1.0,8.0,04,1832710.9280810198,Microwave
2012-08-02,3.0,2.0,8.0,04,1284220.1278602977,Microwave
2012-08-03,4.0,3.0,8.0,04,938633.3898391575,Microwave
2012-08-04,5.0,4.0,8.0,04,1368738.930081132,Microwave
2012-08-05,6.0,5.0,8.0,04,461040.8284801684,Microwave
2012-08-06,0.0,6.0,8.0,04,1821079.6513405028,Microwave
2012-08-07,1.0,7.0,8.0,04,2761799.18552193,Microwave
2012-08-08,2.0,8.0,8.0,04,1814611.4149418643,Microwave
2012-08-09,3.0,9.0,8.0,04,1313341.7085603024,Microwave
2012-08-10,4.0,10.0,8.0,04,859063.360759197,Microwave
2012-08-11,5.0,11.0,8.0,04,513936.83596028836,Microwave
2012-08-12,6.0,12.0,8.0,04,3444858.466341725,Microwave
2012-08-13,0.0,13.0,8.0,04,910764.4505184236,Microwave
2012-08-14,1.0,14.0,8.0,04,2007327.845861678,Microwave
2012-08-15,2.0,15.0,8.0,04,1352012.3695401163,Microwave
2012-08-16,3.0,16.0,8.0,04,1010040.5514183847,Microwave
2012-08-17,4.0,17.0,8.0,04,1176599.8150402738,Microwave
2012-08-18,5.0,18.0,8.0,04,633819.2892791189,Microwave
2012-08-19,6.0,19.0,8.0,04,866236.5600385811,Microwave
2012-08-20,0.0,20.0,8.0,04,3040165.7717620637,Microwave
2012-08-21,1.0,21.0,8.0,04,2146317.0961418827,Microwave
2012-08-22,2.0,22.0,8.0,04,1190713.0981203127,Microwave
2012-08-23,3.0,23.0,8.0,04,2355850.2043621,Microwave
2012-08-24,4.0,24.0,8.0,04,1182976.9904813743,Microwave
2012-08-25,5.0,25.0,8.0,04,1004933.8800194303,Microwave
2012-08-26,6.0,26.0,8.0,04,2295802.3101017713,Microwave
2012-08-27,0.0,27.0,8.0,04,2827383.9653818854,Microwave
2012-08-28,1.0,28.0,8.0,04,1669326.606202038,Microwave
2012-08-29,2.0,29.0,8.0,04,1809239.9679218535,Microwave
2012-08-30,3.0,30.0,8.0,04,1250103.1645808727,Microwave
2012-08-31,4.0,31.0,8.0,04,310572.269739879,Microwave
2012-09-01,5.0,1.0,9.0,04,708621.0617184502,Microwave
2012-09-02,6.0,2.0,9.0,04,1381148.519000138,Microwave
2012-09-03,0.0,3.0,9.0,04,2354248.5396021553,Microwave
2012-09-04,1.0,4.0,9.0,04,1641671.612780239,Microwave
2012-09-05,2.0,5.0,9.0,04,146134.1464800005,Microwave
2012-09-11,1.0,11.0,9.0,04,943255.6537193472,Microwave
2012-09-12,2.0,12.0,9.0,04,1358348.8880403026,Microwave
2012-09-13,3.0,13.0,9.0,04,590377.602559543,Microwave
2012-09-14,4.0,14.0,9.0,04,168608.2935600139,Microwave
2012-09-15,5.0,15.0,9.0,04,140795.6750999842,Microwave
2012-09-16,6.0,16.0,9.0,04,476973.9381800285,Microwave
2012-09-17,0.0,17.0,9.0,04,1048859.2476387606,Microwave
2012-09-18,1.0,18.0,9.0,04,930420.5818191316,Microwave
2012-09-19,2.0,19.0,9.0,04,1162361.2973400266,Microwave
2012-09-20,3.0,20.0,9.0,04,2528918.4032419855,Microwave
2012-09-21,4.0,21.0,9.0,04,2806949.121042152,Microwave
2012-09-22,5.0,22.0,9.0,04,714842.9674594629,Microwave
2012-09-23,6.0,23.0,9.0,04,687488.1208394634,Microwave
2012-09-24,0.0,24.0,9.0,04,994172.3585383494,Microwave
2012-09-25,1.0,25.0,9.0,04,2378055.9742421233,Microwave
2012-09-26,2.0,26.0,9.0,04,1676818.5819200894,Microwave
2012-09-27,3.0,27.0,9.0,04,3544245.335541925,Microwave
2012-09-28,4.0,28.0,9.0,04,1026418.3922794225,Microwave
2012-09-29,5.0,29.0,9.0,04,1285479.2087209472,Microwave
2012-09-30,6.0,30.0,9.0,04,1826644.271841722,Microwave
2012-10-01,0.0,1.0,10.0,04,371017.49146005575,Microwave
2012-10-02,1.0,2.0,10.0,04,320601.21159990266,Microwave
2012-10-03,2.0,3.0,10.0,04,321873.2356599002,Microwave
2012-10-04,3.0,4.0,10.0,04,970992.2060992059,Microwave
2012-10-05,4.0,5.0,10.0,04,712807.7351393754,Microwave
2012-10-06,5.0,6.0,10.0,04,878116.9647992204,Microwave
2012-10-07,6.0,7.0,10.0,04,716402.4577394638,Microwave
2012-10-08,0.0,8.0,10.0,04,1364350.8263820068,Microwave
2012-10-09,1.0,9.0,10.0,04,906062.6097992689,Microwave
2012-10-10,2.0,10.0,10.0,04,3955231.053181792,Microwave
2012-10-11,3.0,11.0,10.0,04,880160.5682592908,Microwave
